V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
44,7885,81795,1271,549459,135063,2054,17653,3824,527,138858,1210412,21389,7299787,1783941,50251,335724,65334,10629,0,-90
45,8641,95473,1472,644195,166401,2577,22660,4502,710,167568,1115782,19970,9580946,1896890,48912,344966,67938,9894,10,-99
46,6249,52132,829,462379,96392,1451,13259,2816,382,112744,788798,14265,6352882,1306104,36311,252495,48562,7934,10,-89
47,4212,36303,570,324789,67072,1043,9486,1975,294,77075,506180,9083,4435753,854451,23448,166368,31913,5330,10,-89
48,2876,23579,370,229382,44298,687,6312,1308,200,55807,327367,5826,3318105,581068,15214,111830,21362,3214,0,-70
49,3313,29132,417,280050,58006,816,7761,1500,243,107079,359752,6252,6973435,775374,16502,159714,29832,3115,0,-70
50,5328,31860,463,427866,67220,907,9969,1920,256,149923,911649,15828,9106523,1772387,37604,259450,53629,7501,10,-79
51,5392,38903,599,435162,82281,1025,9371,2088,269,100598,666736,11528,6009627,1220567,26680,181673,37357,5285,0,-80
52,6063,52396,746,523471,110863,1328,12143,2522,362,134450,593258,10134,8529762,1134138,24167,210025,39976,4900,0,-80
53,7721,51305,790,594393,110963,1407,14338,2863,393,174033,1289259,22162,10041293,1991010,48618,338777,66248,10495,0,-80
54,10003,79130,1252,737441,149961,2123,20389,4076,605,204169,1702935,30108,11096307,2521765,72499,495321,93151,17048,10,-99
55,7580,74547,1166,540300,123007,2010,18049,3697,601,134389,1126338,20142,7209863,1662724,49860,344013,63643,12056,0,-90
56,8349,88698,1368,636301,154497,2538,23236,4381,810,160561,1009142,17923,9313665,1681964,45664,342765,63746,10520,0,-90
57,9841,84482,1418,675226,157295,2673,25511,4772,856,200762,1552937,28500,10918794,2388606,78185,562043,99023,20787,0,-90
58,12139,106259,1845,811432,193876,3683,33876,6419,1241,232109,1881582,36397,11949420,2846862,115035,838113,137952,34435,10,-99
59,8701,83891,1443,582282,140980,3227,30446,5515,1216,152422,1233749,24107,7732571,1867116,79191,565381,93943,23955,0,-90
60,9541,97836,1669,683627,174365,4056,38664,6501,1621,173644,1121782,21598,9666768,1915908,70474,509e3,88725,20704,10,-99
61,6523,52569,903,468427,97933,2124,20035,3727,807,116876,795889,15250,6417666,1325017,51812,375754,63285,16019,0,-90
62,7213,63977,1056,560431,123377,2659,25506,4387,1074,150006,817281,15211,8890007,1476129,51269,399776,66905,15892,10,-99
63,5550,37852,632,427592,74608,1519,15318,2768,609,101557,614608,11285,5911763,1056381,37578,290750,48100,11952,0,-90
64,6201,49405,765,515474,97698,1919,19636,3299,811,137380,634794,11418,8502747,1172879,36980,315542,51955,11989,0,-90
65,7896,51644,849,590254,105742,2094,22476,3743,905,177864,1319819,23128,10087876,2029665,66245,502425,83042,22491,10,-99
66,6539,56648,892,487943,96956,1854,18467,3303,806,118105,904058,15828,6597603,1373671,46760,355959,57842,16361,10,-99
67,4405,41378,635,337316,70215,1341,13360,2347,606,79872,559301,9755,4572081,871996,29048,227910,37125,10151,0,-90
68,4883,48838,708,395248,86215,1575,16158,2643,744,122942,580540,10114,7710578,1102222,28915,249694,42984,9079,0,-90
69,6703,48909,767,507017,95918,1673,18049,3039,760,166485,1282517,22100,9591245,1975143,56227,415492,71606,18808,0,-90
70,9172,77964,1235,680116,142106,2496,25352,4387,1112,195541,1689174,30164,10713517,2484954,82328,608387,99020,30691,10,-99
71,7226,73927,1171,520074,120789,2294,22218,3932,1091,128436,1116125,20043,6958069,1634537,56012,421668,67456,21099,10,-99
72,4803,51465,801,355549,84153,1617,15859,2746,782,86306,696975,12416,4780209,1049526,34840,267312,43093,12930,10,-99
73,3221,32596,505,246698,54598,1020,10204,1771,490,61530,451502,7914,3521294,715417,22064,173255,28483,8230,10,-89
74,2284,21036,323,183649,36880,648,6599,1169,311,46991,295785,5123,2788433,492528,14292,116185,19349,5442,10,-79
75,1732,13752,211,144324,25318,422,4405,791,204,38314,194077,3324,2364393,339818,9509,81242,13655,3226,10,-69
76,1405,9027,139,120930,17457,279,3059,558,127,30740,127320,2164,1967216,234960,5924,57817,9899,1930,10,-69
77,1127,5923,89,100817,12067,174,2172,401,81,24576,83675,1413,1612984,163150,3712,41900,6989,1147,0,-50
78,1386,7379,103,136996,16667,204,2785,478,95,52752,93984,1512,3604655,225498,4177,70394,11686,1413,0,-50
79,2490,8358,119,222385,21038,231,4008,692,110,106134,240993,4130,7135611,650162,11153,146040,25905,3414,0,-60
80,4842,15181,224,430703,43268,434,7366,1339,190,140052,415989,7258,9177e3,1145316,20201,208328,39170,5513,0,-60
81,7195,27022,393,626307,78415,793,11614,2184,314,164409,619232,11007,10378380,1777936,31177,275184,54163,7937,10,-79
82,6025,27023,421,501787,84115,853,10035,2128,285,108793,452093,8076,6757973,1225436,21742,191606,37366,5521,0,-70
83,6667,36845,523,593473,111574,1091,12888,2541,379,140612,435541,7789,9048701,1232374,21295,222070,41622,5151,0,-80
84,8261,38159,577,645901,115418,1192,15180,2931,410,178677,1076525,18603,10452449,2055122,44001,358234,68658,10601,10,-89
85,6599,45881,707,507209,98817,1210,13077,2717,379,119022,763312,13227,6830103,1387614,31062,253992,47583,7636,0,-80
86,7313,59845,863,600164,127896,1556,16971,3248,513,147578,663800,11356,9083877,1341617,28661,272053,49992,7055,0,-90
87,8862,57551,895,651442,129080,1660,19377,3643,561,185628,1330268,23099,10457635,2116189,54688,436775,79217,14259,0,-90
88,11057,83862,1347,780765,165803,2436,26886,5020,837,219736,1730208,30874,11679600,2640476,81714,648935,111885,23056,0,-90
89,13447,114166,1887,888629,212621,3644,37521,7032,1318,246388,1971461,36609,12387961,2993196,107890,888695,145673,33123,10,-99
90,9311,88141,1454,607207,149307,3042,32442,5848,1187,161186,1283381,24083,7985263,1952287,73945,594639,99096,23247,0,-90
91,10135,101633,1669,707190,182486,3797,40572,6861,1575,186036,1197711,22484,10183360,2100185,68704,542286,95710,20499,0,-90
92,11697,98058,1756,742187,190270,4015,40018,7333,1659,221944,1684316,32702,11527505,2712203,111426,863262,140485,38987,10,-99
93,8330,75002,1310,560018,134271,3160,31696,5682,1398,146284,1121520,22054,7489683,1795724,78988,580445,97422,28407,10,-99
94,5485,51758,891,381782,92530,2265,21924,3963,1046,96867,699487,13840,5096730,1151719,49314,362035,61283,17764,10,-99
95,3628,32729,561,262502,59952,1441,13858,2527,671,67837,452899,8821,3699500,782569,31134,230392,39385,11017,10,-99
96,2521,21106,359,192606,40369,912,8800,1621,419,50571,296654,5663,2892694,538813,19629,151317,26070,7081,0,-70
97,2955,26224,404,240864,53903,1066,10659,1841,516,103506,327195,5985,6725153,715591,19698,191631,32701,6474,0,-80
98,5012,29423,447,401087,62519,1138,12793,2221,536,146110,823113,14545,8952432,1736077,42903,313853,58364,13573,0,-80
99,7526,50188,780,605895,112747,1811,18603,3419,800,178255,1415257,24340,10250188,2330400,63830,448689,80724,22026,0,-90
100,9967,84486,1316,746533,170010,2790,26970,4927,1259,201928,1764811,30721,11046381,2685382,83377,608745,103422,31308,10,-99
101,7507,77422,1200,538583,131928,2346,22382,4136,1121,132677,1161166,20437,7165755,1755418,57262,424303,70629,22016,10,-99
102,4969,53569,821,365912,90549,1649,15957,2878,815,89085,727292,12760,4915991,1136096,35768,270071,45054,13486,0,-90
103,5479,61412,913,426248,109447,1933,19220,3224,991,131517,768237,13470,7942548,1450732,36662,284602,51221,12527,10,-99
104,4796,35626,556,378770,72090,1090,10978,2103,493,90281,584998,10185,5349691,1036202,27370,210384,37113,9929,0,-80
105,5432,47078,674,463200,95475,1385,14128,2524,664,129757,604760,10546,8161789,1111949,27927,248165,43066,10099,10,-99
106,4737,28122,436,390304,56586,822,9347,1756,388,89225,489938,8531,5466951,840057,21822,179950,31450,7942,10,-79
107,3318,22132,341,280665,42503,623,6756,1274,294,62711,318534,5483,3909028,557708,14059,120698,20949,5273,10,-79
108,2335,14769,228,203094,28784,412,4569,856,199,47334,205125,3510,3011293,378960,8762,83827,14594,3128,10,-69
109,1749,9555,147,156426,19534,259,3158,594,125,38362,134796,2264,2492505,263837,5584,61546,10778,1870,0,-60
110,2160,11891,164,204114,26952,304,4065,722,149,85278,152831,2619,5825883,370320,6261,109933,18274,1955,10,-69
111,2995,7107,110,269481,18469,188,3934,717,82,60895,132482,2238,4115125,333866,5756,81413,14291,1903,0,-60
112,3525,10223,144,349142,29439,266,5263,915,123,79916,147298,2426,5446124,402243,6929,103228,17531,1992,0,-60
113,4531,12389,171,390373,37933,342,6600,1146,150,125977,324676,5706,8206102,1031432,16999,192153,35124,4093,0,-60
114,6657,21177,311,553105,68494,648,10559,1939,239,158435,570923,10460,9829593,1907676,31871,279219,55693,7353,10,-79
115,5787,24555,399,474120,88687,858,10080,2161,261,105196,410401,7419,6446060,1300089,22131,192918,38192,5156,10,-79
116,3927,18666,296,329719,66176,632,7249,1550,190,71986,257535,4628,4477264,822393,13630,127119,24794,3086,0,-70
117,4379,23034,333,386734,81654,739,8873,1758,232,116693,272755,5099,7678976,1038789,16257,171528,33379,3199,10,-79
118,4214,12845,216,364675,52008,473,6366,1345,127,80479,240576,4578,5194218,797063,13113,126136,24808,2755,0,-60
119,4803,18507,286,448676,72671,631,8332,1650,180,119436,273458,5082,7927301,897240,15142,168702,32245,3390,0,-70
120,6536,22722,351,537719,80804,768,10642,2097,232,154495,584430,10643,9660892,1837989,33360,269989,55708,6391,0,-70
121,8693,38342,589,695615,127299,1329,15765,3244,369,183019,1014454,18087,10722660,2395653,49272,383122,76468,10096,0,-80
122,10833,62460,986,808281,180587,2096,22864,4655,582,213728,1541778,27085,11603264,2776740,65484,526586,98929,14928,10,-99
123,7991,66597,1041,567346,136848,1830,19308,3956,533,140820,1032883,18117,7526598,1814388,44694,367135,67545,10256,0,-90
124,8763,80910,1228,664697,168950,2288,24784,4656,703,168337,919539,16493,9796313,1906579,43680,370404,69594,9654,0,-90
125,10345,77303,1289,708124,174634,2473,27401,5143,758,207653,1490607,27212,11298213,2521162,74156,599828,104841,19043,10,-99
126,7733,65528,1070,547837,124546,2084,22091,4210,679,137166,1003449,18469,7357375,1671120,52074,427311,72708,13819,0,-90
127,8507,79376,1256,646979,155596,2647,28641,4994,922,161665,882327,16224,9446569,1682363,47892,416336,71693,12167,10,-99
128,6044,41689,685,456866,86379,1436,16136,2990,475,108775,651509,12024,6235259,1175139,35630,304021,51222,9246,10,-89
129,4064,29845,482,319215,60273,1025,11436,2081,345,74740,422992,7717,4366583,775795,22957,198559,33600,6081,0,-70
130,4542,37293,548,376065,76093,1220,13952,2367,435,119044,442454,7939,7595229,985597,23466,228098,39709,6128,0,-80
131,6392,38396,600,494348,85816,1326,16012,2767,475,162117,1134304,19619,9483237,1900267,47426,375447,66981,12350,10,-89
132,5884,48182,746,455649,89546,1309,13720,2645,440,108212,795738,13805,6240113,1297292,33623,265615,46706,9253,0,-80
133,6572,62353,906,545154,118507,1686,17790,3171,611,139655,681967,11773,8675584,1229200,29931,280812,47987,7865,0,-90
134,8178,59412,936,610080,119144,1772,20173,3525,650,178888,1341194,23255,10156275,2050980,57336,450883,77365,15888,0,-90
135,10432,85206,1381,749517,157253,2577,27863,4882,945,210576,1737552,31370,11269696,2575516,85276,669453,109236,26258,0,-90
136,12766,115159,1922,856692,205134,3836,38606,6852,1499,237740,1976343,37202,12095612,2912181,112981,919131,142256,37353,0,-90
137,15171,139536,2460,941455,247202,5350,52443,9261,2227,262246,2124419,42533,12628754,3147622,148897,1082521,180047,53688,0,-90
138,17233,156533,2956,998340,276430,7207,64602,12028,3227,293801,2387018,51684,12944835,3722819,208203,1213272,236877,80130,10,-99
139,11215,107964,2088,637704,185808,5881,45297,9557,2866,192558,1567811,34710,8307357,2431496,144307,791328,161673,57164,10,-99
140,7241,72646,1406,423425,125745,4152,30071,6590,2107,125671,986298,21806,5611919,1567886,89394,490986,101038,35063,0,-90
141,7853,81129,1564,488933,149017,4848,35595,7305,2565,157452,1044245,21297,8430188,1990445,80834,460565,95350,30964,0,-90
142,9469,82318,1653,577233,167356,4939,35001,7561,2604,193361,1566746,31366,10140342,2526003,130776,780198,139369,60918,10,-99
143,7190,69072,1251,489359,124389,3730,28576,5667,2188,127737,1048531,21182,6644222,1664687,92724,530356,96735,44598,0,-90
144,7916,82946,1459,582212,155162,4726,36277,6696,2961,154478,927722,18490,8942538,1680356,81222,480154,90083,38344,10,-99
145,5757,43760,783,431168,86222,2455,18894,3795,1497,104446,678213,13452,5933784,1172459,59004,352974,64068,29086,0,-90
146,6402,54788,923,518095,109519,3050,24001,4455,1971,140614,715464,13665,8550917,1329719,56920,379300,66994,28611,0,-90
147,8118,57376,1020,593455,118715,3293,27317,4950,2180,180042,1366767,25205,10111884,2123814,94931,600248,102003,50675,0,-90
148,10460,85686,1498,741702,161577,4524,36009,6654,3088,208025,1746032,33381,11067446,2594748,137526,878108,140872,79754,0,-90
149,12681,115527,2057,843945,208058,6436,49544,9074,4677,237274,2002145,39827,12035395,2974737,184530,1062014,182208,113734,0,-90
150,15104,140410,2633,931552,250850,8890,62880,12087,6860,263143,2175062,46049,12595739,3262671,246267,1176400,231517,162382,0,-90
151,17231,159035,3185,993455,283878,11993,73082,15624,9859,294171,2419221,55286,12926427,3790702,339764,1289090,303422,239237,10,-99
152,11223,109483,2236,636590,189538,9623,48502,12275,8565,192890,1583711,36976,8296858,2470828,235407,839652,207474,169682,0,-90
153,12220,124732,2572,737669,230146,12078,56994,14425,11396,209295,1475250,33196,10288094,2569846,199995,729800,181518,144559,0,-90
154,13642,120142,2657,759249,235998,12334,54405,14757,11840,242130,1893234,43265,11589900,3044313,304777,991319,250623,262236,10,-99
155,9170,85160,1767,563735,152812,8773,37107,10299,9468,159210,1253299,29203,7526141,2004348,216615,658659,174040,192209,0,-90
156,10002,99247,2035,663317,187111,11076,45192,12115,12763,179113,1135876,25824,9562450,2065673,184869,580747,153792,164804,0,-90
157,11419,94953,2092,698327,192009,11395,43772,12480,13407,211936,1634231,36544,10833072,2611032,281609,881631,215275,292972,10,-99
158,7969,72726,1477,526951,129983,8104,32610,8825,10592,140455,1096907,24990,7089847,1740909,200418,593364,149807,214530,10,-99
159,5265,50564,1003,361756,89660,5759,22431,6109,7885,93486,684681,15574,4863560,1119244,123432,370079,93540,132688,10,-99
160,3501,32031,633,250836,58230,3615,14166,3857,5001,65663,443067,9836,3565159,760931,75589,235473,58523,81346,10,-99
161,2440,20650,400,185872,39246,2220,9e3,2415,3083,49268,290290,6258,2813844,524103,46410,154169,37572,50526,10,-89
162,1820,13498,258,145702,26940,1365,5867,1546,1912,39677,190217,3990,2379099,361102,28634,104622,24675,30959,10,-89
163,1456,8844,167,121742,18558,843,3960,1014,1176,31667,124471,2538,1981513,248738,17547,72428,16292,19074,0,-80
164,1788,10999,188,164237,25540,970,4947,1154,1412,64873,138781,2710,4368067,335955,15349,102005,19690,16574,10,-89
165,2289,6473,113,203348,16869,473,3758,804,662,49090,120902,2315,3275356,308755,12106,78386,15516,13276,0,-70
166,2783,9317,146,273293,27035,609,5048,1014,886,66378,134704,2378,4487110,372926,12267,96554,18181,12656,10,-89
167,2420,6178,100,218426,18673,362,3592,742,488,50031,110194,1958,3345266,325315,9671,75302,14218,9238,10,-69
168,1842,4970,79,173892,16091,278,2793,574,346,37125,72628,1277,2497532,220063,5965,53826,10118,5950,0,-60
169,2161,6316,93,213768,22485,330,3579,688,432,89150,81888,1293,6179116,295698,5797,108464,18022,5394,10,-69
170,3123,3803,57,284914,14837,178,3838,705,214,62690,71428,1146,4319608,271130,5175,79955,13979,4435,0,-60
171,3647,5491,82,367556,23760,246,5150,902,295,80585,82146,1292,5571862,335665,6153,100763,17132,4550,10,-69
172,2960,3747,57,273023,16751,179,3738,693,176,58252,67403,1124,3969841,291646,5275,77594,13470,3383,0,-60
173,3442,5292,81,339216,26199,249,5007,880,236,102282,79482,1260,7062585,377393,5782,128600,20831,3416,10,-69
174,3662,3619,56,334161,18756,171,4624,820,135,70762,65940,1117,4831563,326208,5247,93832,15674,2732,10,-69
175,2621,2967,47,248753,16141,149,3495,633,103,50419,43902,732,3450061,220814,3393,65986,11130,1616,0,-60
176,2997,3791,59,296650,22551,182,4428,756,126,101478,54386,806,7044551,299812,4169,122057,19158,1734,0,-60
177,4973,4531,67,436892,28184,219,6691,1121,139,135682,134131,2706,9128371,844163,12915,194538,34163,3800,0,-60
178,7161,8363,137,629267,55971,469,10707,1886,221,158902,229977,4833,10369319,1495956,23522,266211,50174,6711,0,-60
179,9153,14888,256,762733,100350,896,15662,2902,376,178490,345564,7315,11115330,2183279,35445,360503,68486,10114,10,-79
180,6668,15060,282,542832,103679,970,13203,2706,363,117883,252228,5162,7218662,1458791,24085,252201,46776,7354,10,-79
181,4416,11471,208,368534,74659,694,9475,1900,272,79991,161104,3272,4954250,931421,15508,164382,30464,4379,0,-70
182,4896,14275,236,429421,91307,825,11544,2158,329,121325,178079,3847,7972229,1180204,19038,201244,38496,4658,0,-70
183,6662,15980,271,532666,101980,975,13639,2604,361,156305,456391,9027,9768270,2003658,38268,331249,64081,10213,10,-79
184,5720,19498,344,470414,95570,1048,12053,2525,364,104030,340942,6738,6412440,1353923,26928,233755,44484,7428,0,-70
185,6362,27271,435,561163,124503,1347,15635,3023,497,135699,314827,6242,8784914,1302513,25171,254246,47122,6879,0,-70
186,7940,29648,479,621630,125474,1445,17959,3406,547,170452,781929,14264,10238898,2088819,48946,408807,75444,13436,0,-80
187,10025,48500,791,758221,162542,2156,25044,4742,800,205974,1403725,24723,11376662,2610238,73754,604779,106024,22332,0,-90
188,12397,83119,1340,865273,209526,3264,35294,6653,1269,234856,1766607,31450,12211716,2951360,97621,829904,137958,32009,0,-90
189,14863,114821,1894,950778,251251,4580,47775,8984,1897,259525,1980381,36652,12696172,3195873,128839,1028213,175761,45727,10,-99
190,9847,88372,1459,623265,161035,3649,37818,7088,1642,170350,1296186,24600,8163865,2127159,90316,679900,120627,32419,0,-90
191,10741,102224,1694,724679,197190,4601,46154,8351,2187,190888,1201550,22788,10121337,2298596,83292,602881,113057,28938,0,-90
192,12204,98526,1779,746767,207089,4874,44783,8818,2317,225937,1667778,33001,11492507,2853449,131031,900637,161906,54163,0,-90
193,14365,118034,2222,869258,242993,6435,54756,11138,3277,254588,1955325,41126,12283685,3258397,191277,1079337,219285,87397,0,-90
194,16588,140321,2776,957278,282433,9053,66168,14676,5060,281216,2154644,48200,12742035,3599155,256100,1191505,279959,123448,10,-99
195,10760,97719,1950,627055,181945,7268,44850,11369,4426,184034,1401345,31915,8190165,2349971,176323,773423,190208,86909,0,-90
196,11670,111274,2224,727006,219696,9075,52853,13283,5863,204605,1335773,29434,10364051,2567056,154205,687650,169769,75150,10,-99
197,7728,62093,1232,501009,129832,4657,27011,7206,2934,135945,925777,20430,6819732,1722867,110815,481548,118387,57668,0,-90
198,8475,74047,1424,597311,160441,5756,33502,8345,3877,163170,925520,19385,9141556,1843451,102912,478259,112327,55721,0,-90
199,10008,74667,1510,652257,167726,6092,34789,8811,4266,198462,1502081,30282,10570097,2468845,160469,771298,160535,97335,0,-90
200,12178,99792,1974,787582,204262,7996,45489,11128,5983,226336,1841329,38678,11469866,2850483,232404,991435,217060,153461,0,0
1,0,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-19
2,0,930,0,0,0,0,0,0,0,1606,94797,1386,310,1382,230,1,5,1,10,-19
3,56,3835,53,17,60,10,0,0,0,1200,70519,1017,228,1034,179,1,3,1,0,-10
4,72,5545,69,29,99,17,0,0,0,984,57226,829,186,816,153,1,2,1,10,-19
5,42,2770,40,14,50,8,0,0,0,827,50262,734,177,743,125,1,3,1,0,-10
6,57,3916,56,25,78,13,0,0,0,971,57334,834,1644,1621,153,22,15,2,0,-10
7,69,4791,67,95,131,19,6,6,0,2079,120253,1741,4139,4513,336,58,39,7,0,-10
